sitename,countryid,countrycode,itemrank,sweepid,latitude,uniqueident,infothree,ar,address,categoryurl,storeid,area,zipcode,infofive,openingtimes,infofour,categorypath,addresstype,bilanzgesellschaft,pagenumber,infotwo,overlayoperatordata,createdon,longitude,nf
Lidl,1318,FR,95,14001,48.6864,Lidl_FR_1318_14001,,19,50 Rue Waldeck Rousseau,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1318,DRAVEIL,91210,,lun-sam 08:30-20:00 dim 09:00-12:30,,FR,1,1,8,,,17/02/2015 18:29,2.4345,TRUE
Lidl,629,FR,96,14001,49.02225,Lidl_FR_629_14001,,6,Avenue de la Gare / Chemin de la Vierge,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_629,GOUSSAINVILLE,95190,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,2.46455,TRUE
Lidl,2997,FR,99,14001,48.66136,Lidl_FR_2997_14001,,19,6 rue Jean-Pierre Thimbault,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2997,MORSANG SUR ORGE,91390,,lun-sam : 08:30-20:00 dim : 09:00-12:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.36071,TRUE
Lidl,1493,FR,105,14001,48.69719,Lidl_FR_1493_14001,,26,Route de l'Abbaye,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1493,GIF SUR YVETTE,91190,,lun-ven 8h30-20h sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,2.12945,TRUE
Lidl,1262,FR,107,14001,48.75605,Lidl_FR_1262_14001,,26,24 Rue aux Fleurs,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1262,VOISINS LE BRETONNEUX,78960,,lun-ven 8h30-19h30 sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,2.05316,TRUE
Lidl,1004,FR,108,14001,48.67857,Lidl_FR_1004_14001,,19,ZAC du Clos d'Auchin  - Avenue du Val d'Yerres,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1004,BOUSSY SAINT ANTOINE,91800,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,2.52823,TRUE
Lidl,2865,FR,82,14001,48.79757,Lidl_FR_2865_14001,,19,Avenue Champlain - ZAC de l'hippodrome,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2865,CHENNEVIERES SUR MARNE,94430,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,2.55847,TRUE
Lidl,601,FR,83,14001,48.90066,Lidl_FR_601_14001,,6,1 rue des Perriers,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_601,MONTFERMEIL,93370,,lun-sam 08:30-20:00 dim 09:00-12:00,,FR,1,1,8,bake,,17/02/2015 18:29,2.5686,TRUE
Lidl,2634,FR,85,14001,48.99589,Lidl_FR_2634_14001,,26,Route de Taverny,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2634,FRANCONVILLE,95130,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.22096,TRUE
Lidl,1318,FR,95,14001,48.6864,Lidl_FR_1318_14001,,19,50 Rue Waldeck Rousseau,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1318,DRAVEIL,91210,,lun-sam 08:30-20:00 dim 09:00-12:30,,FR,1,1,8,,,17/02/2015 18:29,2.4345,TRUE
Lidl,1303,FR,151,14001,49.26926,Lidl_FR_1303_14001,,6,1 Rue Jean Jaurès,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1303,NOGENT SUR OISE,60180,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,2.4586,TRUE
Lidl,3404,FR,152,14001,48.43981,Lidl_FR_3404_14001,,26,84 avenue du 8 Mai 1945,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3404,ETAMPES,91150,,lun-sam 8h30-20h,,FR,1,1,8,,,17/02/2015 18:29,2.15733,TRUE
Lidl,2694,FR,153,14001,49.28492,Lidl_FR_2694_14001,,6,2 rue du Général De Gaulle,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2694,VILLERS ST PAUL,60870,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,2.49114,TRUE
Lidl,614,FR,154,14001,48.97636,Lidl_FR_614_14001,,26,Route de Dreux,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_614,MANTES MAGNANVILLE,78200,,lun-ven 8h30-19h30 sam 8h30-19h,,FR,1,1,8,,,17/02/2015 18:29,1.69481,TRUE
Lidl,3156,FR,155,14001,49.3137,Lidl_FR_3156_14001,,6,ZAC du Bois Noir,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3156,BURY,60250,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.33459,TRUE
Lidl,3219,FR,116,14001,48.9483,Lidl_FR_3219_14001,,19,17 rue Alexandre Chatrian,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3219,CLAYE SOUILLY,77410,,lun-sam 08:30-20:00 dim 09:00-12:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.66846,TRUE
Lidl,1091,FR,118,14001,48.65967,Lidl_FR_1091_14001,,19,Rue Jean-François Millet - Rue Pablo Picasso,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1091,COMBS LA VILLE,77380,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,2.56404,TRUE
Lidl,3013,FR,119,14001,48.6304,Lidl_FR_3013_14001,,10,2 avenue de la Pointe Ringale,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3013,ST GERMAIN LES CORBEIL,91250,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,2.4931,TRUE
Lidl,3017,FR,120,14001,48.83046,Lidl_FR_3017_14001,,26,8 rue Paul Langevin,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3017,PLAISIR,78370,,lun-sam 8h30-20h,,FR,1,1,8,bake,,17/02/2015 18:29,1.95565,TRUE
Lidl,1017,FR,141,14001,48.52336,Lidl_FR_1017_14001,,19,100 avenue de Fontainebleau,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1017,PRINGY,77310,,lun-sam 08:30-20:00 dim 09:00-12:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.5614,TRUE
Lidl,3147,FR,143,14001,49.22338,Lidl_FR_3147_14001,,6,6-12 route de Creil,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3147,ST LEU D'ESSERENT,60340,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.42899,TRUE
Lidl,649,FR,144,14001,48.95349,Lidl_FR_649_14001,,19,46 Avenue du Maréchal Foch,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_649,MEAUX,77100,,lun-sam 08:30-19:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.89099,TRUE
Lidl,1961,FR,145,14001,48.98774,Lidl_FR_1961_14001,,26,59 route nationale,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1961,ISSOU,78440,,lun-ven 8h30-19h30 sam 8h30-19h,,FR,1,1,8,bake,,17/02/2015 18:29,1.79146,TRUE
Lidl,3260,FR,157,14001,49.30729,Lidl_FR_3260_14001,,6,Rue Pasteur,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3260,PON SAINTE MAXENCE,60700,,lun-sam 08:30-20:00,,FR,1,1,8,bake,,17/02/2015 18:29,2.59075,TRUE
Lidl,641,FR,158,14001,48.80268,Lidl_FR_641_14001,,19,Boulevard de la Marne,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_641,COULOMMIERS,77120,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,3.08703,TRUE
Lidl,3202,FR,159,14001,48.42279,Lidl_FR_3202_14001,,19,ZA des Brulis - RD210,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3202,SAMOREAU,77210,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.7731,TRUE
Lidl,632,FR,160,14001,48.94258,Lidl_FR_632_14001,,19,Rue Roosevelt,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_632,LA FERTE SOUS JOUARRE,77260,,lun-sam 8h30-19h30,,FR,1,1,8,,,17/02/2015 18:29,3.12559,TRUE
Lidl,3152,FR,138,14001,48.56458,Lidl_FR_3152_14001,,10,80 Route Départementale 306,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3152,VERT SAINT DENIS,77240,,lun-sam 08:30-20:30 dim 09:00-12:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.63074,TRUE
Lidl,1868,FR,139,14001,49.09513,Lidl_FR_1868_14001,,6,5 rue de la Briqueterie,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1868,LAGNY LE SEC,60330,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.74281,TRUE
Lidl,3259,FR,140,14001,48.93889,Lidl_FR_3259_14001,,19,186 rue Jean Serva,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3259,MEAUX,77100,,lun-sam 08:30-20:00 dim 09:00-12:30,,FR,1,1,8,,,17/02/2015 18:29,2.87667,TRUE
Lidl,3020,FR,146,14001,48.48476,Lidl_FR_3020_14001,,10,3 avenue du Pont Royal,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_3020,ETRECHY,91580,,lun-ven : 08:30 - 20:00 sam : 08:30 - 19:30,,FR,1,1,8,bake,,17/02/2015 18:29,2.19244,TRUE
Lidl,2319,FR,149,14001,48.52859,Lidl_FR_2319_14001,,19,49-51 avenue Thiers,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_2319,MELUN,77000,,lun-sam: 08:30-20:00,,FR,1,1,8,,,17/02/2015 18:29,2.65451,TRUE
Lidl,1365,FR,133,14001,49.14756,Lidl_FR_1365_14001,,6,24 Boulevard Léon Blum,https://spatial.virtualearth.net/REST/v1/data/717c7792c09a4aa4a53bb789c6bb94ee/Filialdaten-FR/Filialdaten-FR?spatialFilter=nearby(48.8569297790527342.3412001132965091000)&$filter=Adresstyp%20Eq%201&$top=1000&$format=json&key=AgC167Ojch2BCIEvqkvyrhl-yLiZLv6nCK_p0K1wyilYx4lcOnTjm6ud60JnqQAa,Lidl_FR_1365,BEAUMONT SUR OISE,95260,,lun-sam 8h30-19h30,,FR,1,1,8,bake,,17/02/2015 18:29,2.29388,TRUE
